coin_name,current_price_usd,24h_high_usd,24h_low_usd,24h_trade_volume_usd,market_cap_usd,market_change_percentage_24h,market_rank,circulating_supply,total_supply,last_updated,retrieval_time,rolling_average,predicted_price,ds
Ethereum,1669.2,1692.84,1663.28,7965414988,200628951972,-0.78224,2,120211597,120211597,8/20/2023 16:21:16,8/20/2023 16:22:33,,,
Ripple,0.537795,0.551415,0.515148,1329062339,28413361070,3.60795,5,52841868447,99988501123,8/20/2023 16:22:01,8/20/2023 16:23:02,,,
Ethereum,1668.48,1692.84,1663.28,7934725245,200628951972,-0.78224,2,120211597,120211597,8/20/2023 16:23:09,8/20/2023 16:23:24,,,
Bitcoin,26060,26248,26024,6258747124,507286779880,-0.36628,1,19463025,21000000,8/20/2023 16:23:02,8/20/2023 16:23:49,,,
Litecoin,64.43,65.1,63.64,414681850,4737112442,-0.05208,16,73562339.48,84000000,8/20/2023 16:22:54,8/20/2023 16:23:54,,,
Bitcoin,26060,26248,26024,9078119519,507286779880,-0.36628,1,19463025,21000000,8/20/2023 16:23:53,8/20/2023 16:24:18,,,
Ripple,0.537536,0.551415,0.515148,1328182397,28413361070,3.60795,5,52841868447,99988501123,8/20/2023 16:23:03,8/20/2023 16:24:22,,,
Ethereum,1668.26,1692.84,1663.28,7943124101,200628951972,-0.78224,2,120211597,120211597,8/20/2023 16:24:11,8/20/2023 16:24:45,,,
Bitcoin,26060,26248,26024,9078119519,507286779880,-0.36628,1,19463025,21000000,8/20/2023 16:23:53,8/20/2023 16:25:08,,,
Ethereum,1668.63,1692.84,1663.28,7928833550,200628951972,-0.78224,2,120211597,120211597,8/20/2023 16:26:14,8/20/2023 16:26:56,,,
Bitcoin,26065,26248,26024,8942371248,507286779880,-0.36628,1,19463025,21000000,8/20/2023 16:28:00,8/20/2023 16:28:32,,,
Ethereum,1668.92,1692.84,1663.28,7928179194,200628951972,-0.78224,2,120211597,120211597,8/20/2023 16:28:18,8/20/2023 16:29:00,,,
Litecoin,64.42,65.1,63.64,415272455,4737112442,-0.05208,16,73562339.48,84000000,8/20/2023 16:27:54,8/20/2023 16:29:02,,,
Bitcoin,26066,26248,26024,8931953419,507286779880,-0.36628,1,19463025,21000000,8/20/2023 16:29:02,8/20/2023 16:29:49,,,
Bitcoin,26066,26248,26024,8931953419,507286779880,-0.36628,1,19463025,21000000,8/20/2023 16:29:02,8/20/2023 16:30:14,,,
Bitcoin,26084,26248,26024,8692119757,507286779880,-0.36628,1,19463025,21000000,8/20/2023 16:30:03,8/20/2023 16:30:39,,,
Ripple,0.538078,0.551415,0.515148,1321077504,28413361070,3.60795,5,52841868447,99988501123,8/20/2023 16:30:02,8/20/2023 16:30:42,,,
Bitcoin,26084,26248,26024,8692119757,507286779880,-0.36628,1,19463025,21000000,8/20/2023 16:30:03,8/20/2023 16:31:03,,,
Ripple,0.537909,0.551415,0.515148,1320558745,28413361070,3.60795,5,52841868447,99988501123,8/20/2023 16:31:04,8/20/2023 16:31:35,,,
Ripple,0.537834,0.551415,0.515148,1320494808,28424321312,3.65373,5,52841868447,99988501123,8/20/2023 16:32:05,8/20/2023 16:33:12,,,
Ripple,0.53785,0.551415,0.515148,1320330350,28424321312,3.65373,5,52841868447,99988501123,8/20/2023 16:33:07,8/20/2023 16:33:38,,,
Litecoin,64.4,65.1,63.64,412790464,4739700421,-0.06563,16,73562426.98,84000000,8/20/2023 16:33:03,8/20/2023 16:34:01,,,
Ethereum,1669.02,1692.84,1663.28,7853095394,200680666316,-0.68382,2,120211597,120211597,8/20/2023 16:34:17,8/20/2023 16:35:38,,,
Ripple,0.538376,0.551415,0.515148,1320714826,28424321312,3.65373,5,52841868447,99988501123,8/20/2023 16:35:20,8/20/2023 16:35:40,,,
Bitcoin,26071,26248,26024,8994505456,507499466213,-0.24849,1,19463043,21000000,8/20/2023 16:36:03,8/20/2023 16:36:49,,,
Litecoin,64.42,65.1,63.64,414617571,4739700421,-0.06563,16,73562426.98,84000000,8/20/2023 16:36:07,8/20/2023 16:36:51,,,
Bitcoin,26073,26248,26024,8990567956,507499466213,-0.24849,1,19463043,21000000,8/20/2023 16:37:04,8/20/2023 16:37:15,,,
Litecoin,64.42,65.1,63.64,414617571,4739700421,-0.06563,16,73562426.98,84000000,8/20/2023 16:36:07,8/20/2023 16:37:18,,,
Litecoin,64.43,65.1,63.64,404332829,4739700421,-0.06563,16,73562426.98,84000000,8/20/2023 16:38:10,8/20/2023 16:38:38,,,
Ethereum,1668.88,1692.84,1663.28,7712239040,200680666316,-0.68382,2,120211597,120211597,8/20/2023 16:39:15,8/20/2023 16:39:55,,,
Ripple,0.537338,0.551415,0.515148,1318310326,28424321312,3.65373,5,52841868447,99988501123,8/20/2023 16:39:17,8/20/2023 16:40:21,,,
Litecoin,64.4,65.1,63.64,403725404,4739700421,-0.06563,16,73562426.98,84000000,8/20/2023 16:40:15,8/20/2023 16:40:45,,,
Ethereum,1668.68,1692.84,1663.28,7718556063,200680666316,-0.68382,2,120211597,120211597,8/20/2023 16:40:17,8/20/2023 16:41:10,,,
Litecoin,64.4,65.1,63.64,403725404,4739700421,-0.06563,16,73562426.98,84000000,8/20/2023 16:40:15,8/20/2023 16:41:12,,,
Bitcoin,26064,26248,26024,8840063083,507326853482,-0.25951,1,19463043,21000000,8/20/2023 16:41:02,8/20/2023 16:41:59,,,
Bitcoin,26063,26248,26024,7565802177,507326853482,-0.25951,1,19463043,21000000,8/20/2023 16:42:03,8/20/2023 16:42:23,,,
Bitcoin,26063,26248,26024,7565802177,507326853482,-0.25951,1,19463043,21000000,8/20/2023 16:42:03,8/20/2023 16:42:48,,,
Ripple,0.536426,0.551415,0.515148,1316485649,28371397937,3.52289,5,52841868447,99988501123,8/20/2023 16:43:24,8/20/2023 16:43:47,,,
Litecoin,64.41,65.1,63.64,402459038,4737490119,-0.19693,16,73562426.98,84000000,8/20/2023 16:44:22,8/20/2023 16:45:23,,,
Ripple,0.536773,0.551415,0.515148,1318232006,28371397937,3.52289,5,52841868447,99988501123,8/20/2023 16:45:16,8/20/2023 16:45:49,,,
Litecoin,64.45,65.1,63.64,402822407,4737490119,-0.19693,16,73562426.98,84000000,8/20/2023 16:45:23,8/20/2023 16:46:36,,,
Litecoin,64.45,65.1,63.64,431075435,4740617665,0.68922,16,73562276.98,84000000,8/20/2023 15:45:01,8/20/2023 15:45:56,,,
Ripple,0.538796,0.551415,0.515148,1389303856,28514102533,4.65119,5,52841868447,99988501123,8/20/2023 15:45:33,8/20/2023 15:46:25,,,
Ethereum,1670.19,1692.84,1663.28,9012003443,200851644206,0.22465,2,120211597,120211597,8/20/2023 15:45:03,8/20/2023 15:45:31,,,
Ripple,0.539148,0.551415,0.515148,1389826868,28514102533,4.65119,5,52841868447,99988501123,8/20/2023 15:44:31,8/20/2023 15:45:07,,,
Ethereum,1670.42,1692.84,1663.28,9001879440,200851644206,0.22465,2,120211597,120211597,8/20/2023 15:44:02,8/20/2023 15:45:03,,,
Litecoin,64.48,65.1,63.64,431663009,4740617665,0.68922,16,73562276.98,84000000,8/20/2023 15:47:56,8/20/2023 15:48:06,,,
Litecoin,64.48,65.1,63.64,431663009,4740617665,0.68922,16,73562276.98,84000000,8/20/2023 15:47:56,8/20/2023 15:48:31,,,
Ethereum,1670.69,1692.84,1663.28,8965264978,200851644206,0.22465,2,120211597,120211597,8/20/2023 15:47:57,8/20/2023 15:48:54,,,
Ripple,0.539168,0.551415,0.515148,1386968381,28514102533,4.65119,5,52841868447,99988501123,8/20/2023 15:48:26,8/20/2023 15:48:56,,,
Bitcoin,26074,26248,26024,9147532325,507463419251,0.16166,1,19462981,21000000,8/20/2023 15:48:48,8/20/2023 15:49:18,,,
Ripple,0.539115,0.551415,0.515148,1384819977,28514102533,4.65119,5,52841868447,99988501123,8/20/2023 15:49:29,8/20/2023 15:49:49,,,
Ripple,0.538811,0.551415,0.515148,1378617797,28514102533,4.65119,5,52841868447,99988501123,8/20/2023 15:50:31,8/20/2023 15:50:43,,,
Ethereum,1670.2,1692.84,1663.28,8869431374,200806448974,-0.0159,2,120211597,120211597,8/20/2023 15:51:02,8/20/2023 15:51:34,,,
Ripple,0.538811,0.551415,0.515148,1378617797,28514102533,4.65119,5,52841868447,99988501123,8/20/2023 15:50:31,8/20/2023 15:51:37,,,
Bitcoin,26064,26248,26024,8106581031,507384136512,0.04181,1,19462981,21000000,8/20/2023 15:51:43,8/20/2023 15:51:59,,,
Litecoin,64.46,65.1,63.64,428101283,4745155264,0.57348,16,73562276.98,84000000,8/20/2023 15:53:06,8/20/2023 15:53:22,,,
Bitcoin,26062,26248,26024,9124190466,507384136512,0.04181,1,19462981,21000000,8/20/2023 15:52:44,8/20/2023 15:54:09,,,
Ethereum,1669.46,1692.84,1663.28,8473374405,200806448974,-0.0159,2,120211597,120211597,8/20/2023 15:53:57,8/20/2023 15:54:11,,,
Bitcoin,26060,26248,26024,9209050799,507384136512,0.04181,1,19462981,21000000,8/20/2023 15:53:45,8/20/2023 15:54:35,,,
Ripple,0.538067,0.551415,0.515148,1373904896,28470221562,4.08275,5,52841868447,99988501123,8/20/2023 15:53:35,8/20/2023 15:54:39,,,
Ethereum,1669.46,1692.84,1663.28,8473374405,200806448974,-0.0159,2,120211597,120211597,8/20/2023 15:53:57,8/20/2023 15:55:31,,,
Litecoin,64.45,65.1,63.64,425192853,4745155264,0.57348,16,73562276.98,84000000,8/20/2023 15:55:09,8/20/2023 15:55:57,,,
Ripple,0.538194,0.551415,0.515148,1369872616,28470221562,4.08275,5,52841868447,99988501123,8/20/2023 15:55:39,8/20/2023 15:55:58,,,
Litecoin,64.45,65.1,63.64,424314483,4745155264,0.57348,16,73562276.98,84000000,8/20/2023 15:56:12,8/20/2023 15:56:24,,,
Bitcoin,26065,26248,26024,8098861019,507384136512,0.04181,1,19462981,21000000,8/20/2023 15:56:51,8/20/2023 15:57:42,,,
Bitcoin,26070,26248,26024,9321886608,507384136512,0.04181,1,19462981,21000000,8/20/2023 15:59:44,8/20/2023 16:00:21,,,
Ripple,0.538272,0.551415,0.515148,1356226888,28459399317,3.36604,5,52841868447,99988501123,8/20/2023 16:02:49,8/20/2023 16:03:32,,,
Bitcoin,26075,26248,26024,6590220056,507558566477,-0.40394,1,19463025,21000000,8/20/2023 16:02:49,8/20/2023 16:03:59,,,
Ethereum,1669.48,1692.84,1663.28,8324262032,200722725617,-0.61017,2,120211597,120211597,8/20/2023 16:04:00,8/20/2023 16:04:24,,,
Ethereum,1671.78,1692.84,1663.28,8315074234,200722725617,-0.61017,2,120211597,120211597,8/20/2023 16:05:02,8/20/2023 16:05:44,,,
Bitcoin,26075,26248,26024,7610129624,507558566477,-0.40394,1,19463025,21000000,8/20/2023 16:04:53,8/20/2023 16:06:08,,,
Bitcoin,26076,26248,26024,9174189695,507558566477,-0.40394,1,19463025,21000000,8/20/2023 16:06:46,8/20/2023 16:07:56,,,
Ethereum,1669.66,1692.84,1663.28,8369619982,200722725617,-0.61017,2,120211597,120211597,8/20/2023 16:07:05,8/20/2023 16:07:57,,,
Ethereum,1669.18,1692.84,1663.28,8346715110,200722725617,-0.61017,2,120211597,120211597,8/20/2023 16:08:06,8/20/2023 16:08:25,,,
Ripple,0.537992,0.551415,0.515148,1342762586,28459399317,3.36604,5,52841868447,99988501123,8/20/2023 16:07:48,8/20/2023 16:08:53,,,
Bitcoin,26072,26248,26024,7232767362,507558566477,-0.40394,1,19463025,21000000,8/20/2023 16:09:52,8/20/2023 16:10:08,,,
Ripple,0.538294,0.551415,0.515148,1339487959,28459399317,3.36604,5,52841868447,99988501123,8/20/2023 16:09:52,8/20/2023 16:10:10,,,
Litecoin,64.41,65.1,63.64,415928787,4740910384,-0.13782,16,73562301.98,84000000,8/20/2023 16:10:36,8/20/2023 16:10:59,,,
Ripple,0.538561,0.551415,0.515148,1335985269,28458205284,3.77147,5,52841868447,99988501123,8/20/2023 16:10:53,8/20/2023 16:11:56,,,
Litecoin,64.39,65.1,63.64,416430720,4738108482,-0.03107,16,73562339.48,84000000,8/20/2023 16:12:40,8/20/2023 16:12:47,,,
Litecoin,64.39,65.1,63.64,416430720,4738108482,-0.03107,16,73562339.48,84000000,8/20/2023 16:12:40,8/20/2023 16:13:35,,,
Bitcoin,26059,26248,26024,7947336131,507372863974,-0.28396,1,19463025,21000000,8/20/2023 16:13:59,8/20/2023 16:14:45,,,
Bitcoin,26061,26248,26024,7827014648,507372863974,-0.28396,1,19463025,21000000,8/20/2023 16:14:50,8/20/2023 16:15:34,,,
Ripple,0.538013,0.551415,0.515148,1330373756,28458205284,3.77147,5,52841868447,99988501123,8/20/2023 16:16:00,8/20/2023 16:16:06,,,
Ripple,0.537905,0.551415,0.515148,1329776766,28458205284,3.77147,5,52841868447,99988501123,8/20/2023 16:16:51,8/20/2023 16:17:48,,,
Ripple,0.53764,0.551415,0.515148,1330152267,28458205284,3.77147,5,52841868447,99988501123,8/20/2023 16:17:53,8/20/2023 16:18:12,,,
Ripple,0.537694,0.551415,0.515148,1329184013,28458205284,3.77147,5,52841868447,99988501123,8/20/2023 16:18:56,8/20/2023 16:20:00,,,
Ethereum,1668.99,1692.84,1663.28,7990076374,200628951972,-0.78224,2,120211597,120211597,8/20/2023 16:20:13,8/20/2023 16:21:14,,,
Ethereum,1669.2,1692.84,1663.28,7965414988,200628951972,-0.78224,2,120211597,120211597,8/20/2023 16:21:16,8/20/2023 16:21:41,,,
Ripple,0.53767,0.551415,0.515148,1329142013,28413361070,3.60795,5,52841868447,99988501123,8/20/2023 16:21:00,8/20/2023 16:21:43,,,
Ethereum,1669.2,1692.84,1663.28,7965414988,200628951972,-0.78224,2,120211597,120211597,8/20/2023 16:21:16,8/20/2023 16:22:07,,,
Litecoin,64.42,65.1,63.64,415158884,4737112442,-0.05208,16,73562339.48,84000000,8/20/2023 16:21:52,8/20/2023 16:22:08,,,
Litecoin,64.42,65.1,63.64,415158884,4737112442,-0.05208,16,73562339.48,84000000,8/20/2023 16:21:52,8/20/2023 16:23:00,,,
Bitcoin,26060,26248,26024,6258747124,507286779880,-0.36628,1,19463025,21000000,8/20/2023 16:23:02,8/20/2023 16:23:23,,,
Ethereum,1668.48,1692.84,1663.28,7934725245,200628951972,-0.78224,2,120211597,120211597,8/20/2023 16:23:09,8/20/2023 16:23:50,,,
Litecoin,64.39,65.1,63.64,415031271,4737112442,-0.05208,16,73562339.48,84000000,8/20/2023 16:24:58,8/20/2023 16:25:35,,,
Ripple,0.537579,0.551415,0.515148,1322723095,28413361070,3.60795,5,52841868447,99988501123,8/20/2023 16:25:05,8/20/2023 16:25:36,,,
Bitcoin,26056,26248,26024,9105440061,507286779880,-0.36628,1,19463025,21000000,8/20/2023 16:24:54,8/20/2023 16:25:59,,,
Ethereum,1668.5,1692.84,1663.28,7930659600,200628951972,-0.78224,2,120211597,120211597,8/20/2023 16:25:13,8/20/2023 16:26:01,,,
Ripple,0.537698,0.551415,0.515148,1321828957,28413361070,3.60795,5,52841868447,99988501123,8/20/2023 16:26:07,8/20/2023 16:26:34,,,
Bitcoin,26060,26248,26024,8978108010,507286779880,-0.36628,1,19463025,21000000,8/20/2023 16:25:57,8/20/2023 16:27:18,,,
Ethereum,1668.88,1692.84,1663.28,7928762751,200628951972,-0.78224,2,120211597,120211597,8/20/2023 16:27:17,8/20/2023 16:27:21,,,
Ripple,0.537807,0.551415,0.515148,1321404303,28413361070,3.60795,5,52841868447,99988501123,8/20/2023 16:27:09,8/20/2023 16:27:46,,,
Ripple,0.537807,0.551415,0.515148,1321404303,28413361070,3.60795,5,52841868447,99988501123,8/20/2023 16:27:09,8/20/2023 16:28:10,,,
Bitcoin,26065,26248,26024,8942371248,507286779880,-0.36628,1,19463025,21000000,8/20/2023 16:28:00,8/20/2023 16:28:59,,,
Ripple,0.537797,0.551415,0.515148,1321119180,28413361070,3.60795,5,52841868447,99988501123,8/20/2023 16:29:11,8/20/2023 16:29:27,,,
Litecoin,64.42,65.1,63.64,415280496,4737112442,-0.05208,16,73562339.48,84000000,8/20/2023 16:28:56,8/20/2023 16:29:51,,,
Ethereum,1669.07,1692.84,1663.28,7924192861,200628951972,-0.78224,2,120211597,120211597,8/20/2023 16:29:20,8/20/2023 16:30:16,,,
Bitcoin,26070,26248,26024,9024938021,507499466213,-0.24849,1,19463043,21000000,8/20/2023 16:31:56,8/20/2023 16:32:46,,,
Bitcoin,26066,26248,26024,8964046471,507499466213,-0.24849,1,19463043,21000000,8/20/2023 16:32:59,8/20/2023 16:33:34,,,
Litecoin,64.4,65.1,63.64,412790464,4739700421,-0.06563,16,73562426.98,84000000,8/20/2023 16:33:03,8/20/2023 16:33:37,,,
Ripple,0.53785,0.551415,0.515148,1320330350,28424321312,3.65373,5,52841868447,99988501123,8/20/2023 16:33:07,8/20/2023 16:34:26,,,
Litecoin,64.45,65.1,63.64,412944224,4739700421,-0.06563,16,73562426.98,84000000,8/20/2023 16:35:06,8/20/2023 16:35:14,,,
Bitcoin,26081,26248,26024,7889501857,507499466213,-0.24849,1,19463043,21000000,8/20/2023 16:35:01,8/20/2023 16:35:37,,,
Bitcoin,26081,26248,26024,7889501857,507499466213,-0.24849,1,19463043,21000000,8/20/2023 16:35:01,8/20/2023 16:36:01,,,
Ethereum,1670.28,1692.84,1663.28,7915590596,200680666316,-0.68382,2,120211597,120211597,8/20/2023 16:35:19,8/20/2023 16:36:02,,,
Ethereum,1669.35,1692.84,1663.28,7901177236,200680666316,-0.68382,2,120211597,120211597,8/20/2023 16:36:20,8/20/2023 16:36:26,,,
Ripple,0.538053,0.551415,0.515148,1319838135,28424321312,3.65373,5,52841868447,99988501123,8/20/2023 16:36:12,8/20/2023 16:36:53,,,
Ethereum,1669.35,1692.84,1663.28,7901177236,200680666316,-0.68382,2,120211597,120211597,8/20/2023 16:36:20,8/20/2023 16:37:16,,,
Ripple,0.538053,0.551415,0.515148,1319838135,28424321312,3.65373,5,52841868447,99988501123,8/20/2023 16:36:12,8/20/2023 16:37:25,,,
Litecoin,64.41,65.1,63.64,403533414,4739700421,-0.06563,16,73562426.98,84000000,8/20/2023 16:39:13,8/20/2023 16:39:31,,,
Bitcoin,26064,26248,26024,8840063083,507326853482,-0.25951,1,19463043,21000000,8/20/2023 16:41:02,8/20/2023 16:41:35,,,
Litecoin,64.4,65.1,63.64,403725404,4739700421,-0.06563,16,73562426.98,84000000,8/20/2023 16:40:15,8/20/2023 16:41:37,,,
Ripple,0.536933,0.551415,0.515148,1316985600,28424321312,3.65373,5,52841868447,99988501123,8/20/2023 16:41:20,8/20/2023 16:41:38,,,
Ripple,0.536933,0.551415,0.515148,1316985600,28424321312,3.65373,5,52841868447,99988501123,8/20/2023 16:41:20,8/20/2023 16:42:27,,,
Litecoin,64.4,65.1,63.64,403671497,4737490119,-0.19693,16,73562426.98,84000000,8/20/2023 16:42:18,8/20/2023 16:42:52,,,
Ripple,0.536656,0.551415,0.515148,1317053690,28371397937,3.52289,5,52841868447,99988501123,8/20/2023 16:42:22,8/20/2023 16:43:18,,,
Litecoin,64.38,65.1,63.64,403551161,4737490119,-0.19693,16,73562426.98,84000000,8/20/2023 16:43:21,8/20/2023 16:44:19,,,
Ripple,0.536426,0.551415,0.515148,1316485649,28371397937,3.52289,5,52841868447,99988501123,8/20/2023 16:43:24,8/20/2023 16:44:20,,,
Litecoin,64.41,65.1,63.64,402459038,4737490119,-0.19693,16,73562426.98,84000000,8/20/2023 16:44:22,8/20/2023 16:44:49,,,
Ripple,0.536528,0.551415,0.515148,1317126055,28371397937,3.52289,5,52841868447,99988501123,8/20/2023 16:44:25,8/20/2023 16:44:59,,,
Bitcoin,26058,26248,26024,8939787646,507326853482,-0.25951,1,19463043,21000000,8/20/2023 16:44:07,8/20/2023 16:45:20,,,
Bitcoin,26061,26248,26024,8907036122,507326853482,-0.25951,1,19463043,21000000,8/20/2023 16:44:58,8/20/2023 16:45:46,,,
Litecoin,64.41,65.1,63.64,402459038,4737490119,-0.19693,16,73562426.98,84000000,8/20/2023 16:44:22,8/20/2023 16:45:48,,,
Bitcoin,26075,26248,26024,8904876935,507326853482,-0.25951,1,19463043,21000000,8/20/2023 16:45:59,8/20/2023 16:46:11,,,
Ripple,0.536143,0.551415,0.515148,1320733862,28371397937,3.52289,5,52841868447,99988501123,8/20/2023 16:46:18,8/20/2023 16:46:38,,,
Ripple,0.538778,0.551415,0.515148,1389126665,28514102533,4.65119,5,52841868447,99988501123,8/20/2023 15:46:34,8/20/2023 15:46:52,,,
Litecoin,64.44,65.1,63.64,430958508,4740617665,0.68922,16,73562276.98,84000000,8/20/2023 15:44:00,8/20/2023 15:45:31,,,
Bitcoin,26065,26248,26024,5679484830,507463419251,0.16166,1,19462981,21000000,8/20/2023 15:45:43,8/20/2023 15:46:47,,,
Ethereum,1670.25,1692.84,1663.28,9012324684,200851644206,0.22465,2,120211597,120211597,8/20/2023 15:45:54,8/20/2023 15:47:14,,,
Litecoin,64.51,65.1,63.64,430724447,4740617665,0.68922,16,73562276.98,84000000,8/20/2023 15:48:58,8/20/2023 15:49:23,,,
Litecoin,64.51,65.1,63.64,430180310,4740617665,0.68922,16,73562276.98,84000000,8/20/2023 15:49:59,8/20/2023 15:50:14,,,
Ethereum,1670.2,1692.84,1663.28,8869431374,200806448974,-0.0159,2,120211597,120211597,8/20/2023 15:51:02,8/20/2023 15:51:07,,,
Bitcoin,26068,26248,26024,9084594117,507384136512,0.04181,1,19462981,21000000,8/20/2023 15:50:41,8/20/2023 15:51:33,,,
Bitcoin,26064,26248,26024,8106581031,507384136512,0.04181,1,19462981,21000000,8/20/2023 15:51:43,8/20/2023 15:52:25,,,
Litecoin,64.47,65.1,63.64,428307340,4745155264,0.57348,16,73562276.98,84000000,8/20/2023 15:52:04,8/20/2023 15:52:57,,,
Litecoin,64.46,65.1,63.64,428101283,4745155264,0.57348,16,73562276.98,84000000,8/20/2023 15:53:06,8/20/2023 15:53:46,,,
Litecoin,64.45,65.1,63.64,425574889,4745155264,0.57348,16,73562276.98,84000000,8/20/2023 15:54:07,8/20/2023 15:54:37,,,
Bitcoin,26060,26248,26024,9349621749,507384136512,0.04181,1,19462981,21000000,8/20/2023 15:54:48,8/20/2023 15:55:28,,,
Litecoin,64.45,65.1,63.64,425192853,4745155264,0.57348,16,73562276.98,84000000,8/20/2023 15:55:09,8/20/2023 15:55:32,,,
Ripple,0.538194,0.551415,0.515148,1369872616,28470221562,4.08275,5,52841868447,99988501123,8/20/2023 15:55:39,8/20/2023 15:56:26,,,
Bitcoin,26067,26248,26024,9353991303,507384136512,0.04181,1,19462981,21000000,8/20/2023 15:58:43,8/20/2023 15:59:27,,,
Litecoin,64.46,65.1,63.64,422246391,4745155264,0.57348,16,73562276.98,84000000,8/20/2023 16:00:17,8/20/2023 16:00:23,,,
Ripple,0.53864,0.551415,0.515148,1362454551,28470221562,4.08275,5,52841868447,99988501123,8/20/2023 16:01:48,8/20/2023 16:01:51,,,
Litecoin,64.45,65.1,63.64,421472270,4745155264,0.57348,16,73562276.98,84000000,8/20/2023 16:01:18,8/20/2023 16:02:15,,,
Bitcoin,26075,26248,26024,6590220056,507558566477,-0.40394,1,19463025,21000000,8/20/2023 16:02:49,8/20/2023 16:03:03,,,
Ripple,0.538272,0.551415,0.515148,1356226888,28459399317,3.36604,5,52841868447,99988501123,8/20/2023 16:02:49,8/20/2023 16:03:07,,,
Ethereum,1669.68,1692.84,1663.28,8369308696,200722725617,-0.61017,2,120211597,120211597,8/20/2023 16:02:09,8/20/2023 16:03:30,,,
Ethereum,1669.43,1692.84,1663.28,8328032682,200722725617,-0.61017,2,120211597,120211597,8/20/2023 16:03:10,8/20/2023 16:04:00,,,
Litecoin,64.43,65.1,63.64,416161121,4740910384,-0.13782,16,73562301.98,84000000,8/20/2023 16:04:23,8/20/2023 16:04:56,,,
Litecoin,64.53,65.1,63.64,418050308,4740910384,-0.13782,16,73562301.98,84000000,8/20/2023 16:05:25,8/20/2023 16:05:46,,,
Ethereum,1671.78,1692.84,1663.28,8315074234,200722725617,-0.61017,2,120211597,120211597,8/20/2023 16:05:02,8/20/2023 16:06:10,,,
Ripple,0.538281,0.551415,0.515148,1345697483,28459399317,3.36604,5,52841868447,99988501123,8/20/2023 16:06:46,8/20/2023 16:07:03,,,
Ripple,0.538281,0.551415,0.515148,1345697483,28459399317,3.36604,5,52841868447,99988501123,8/20/2023 16:06:46,8/20/2023 16:07:35,,,
Bitcoin,26058,26248,26024,9058716755,507558566477,-0.40394,1,19463025,21000000,8/20/2023 16:08:50,8/20/2023 16:09:14,,,
Ethereum,1669.26,1692.84,1663.28,8328750707,200722725617,-0.61017,2,120211597,120211597,8/20/2023 16:09:07,8/20/2023 16:09:44,,,
